#{"t_start": 1756398273.156778, "env_id": "ALE/MarioBros-v5"}
r,l,t
2400.0,4748,14506.996457
2400.0,4688,14544.851504
1600.0,4937,14584.577863
800.0,4674,14617.295367
3200.0,3036,14638.446333
4000.0,4908,14673.038961
3200.0,3599,14697.7282
4000.0,3704,14723.339576
2400.0,7482,14775.47693
3200.0,5167,14811.327218
0.0,1962,14824.561304
800.0,1193,14832.538961
3200.0,11493,14912.881188
3200.0,2755,14931.696447
3200.0,4760,14964.469506
2400.0,4140,14992.81509
2400.0,7700,15046.51709
3200.0,4641,15078.899231
3200.0,3613,15103.626224
2400.0,5622,15142.648189
3200.0,7270,15192.971817
4000.0,9361,15258.356387
3200.0,3930,15285.393274
3200.0,3196,15307.532819
3200.0,5376,15345.590153
1600.0,3944,15372.968167
3200.0,5618,15411.764805
3200.0,5192,15447.81721
1600.0,5230,15483.780551
4000.0,3594,15509.17979
4000.0,6401,15554.070855
3200.0,4211,15583.471765
2400.0,9366,15648.382591
3200.0,3981,15676.182255
3200.0,8190,15739.395705
3200.0,5264,15776.803554
800.0,3203,15797.644719
3200.0,4620,15828.115671
3200.0,7701,15878.95745
2400.0,5531,15914.976842
3200.0,3166,15935.492855
3200.0,6152,15975.730546
0.0,838,15980.855949
2400.0,4606,16011.342007
3200.0,2962,16030.56232
2400.0,7536,16080.417236
3200.0,4389,16109.05048
4000.0,4245,16136.884195
1600.0,4046,16163.140605
3200.0,5299,16197.652407
3200.0,2062,16210.925184
3200.0,5406,16245.944909
4000.0,8522,16301.687568
3200.0,5230,16335.7405
3200.0,6466,16384.068086
3200.0,4197,16411.815834
2400.0,8566,16501.39317
2400.0,5500,16552.859139
2400.0,8156,16653.481349
4000.0,5345,16711.847666
3200.0,3614,16747.727592
3200.0,1962,16764.348345
3200.0,2616,16786.133221
3200.0,2571,16809.33218
3200.0,8192,16878.665134
1600.0,7498,16947.333338
3200.0,4538,16984.927313
1600.0,5450,17028.844372
2400.0,5401,17090.728907
2400.0,5426,17144.422679
1600.0,5712,17199.111342
3200.0,3458,17231.400768
3200.0,4164,17258.534434
4800.0,10457,17328.472165
3200.0,5379,17365.303079
2400.0,6193,17406.850995
3200.0,8788,17465.330475
3200.0,7509,17517.718355
2400.0,6214,17590.92187
2400.0,4538,18047.594424
2400.0,3220,19412.225069
3200.0,2918,19452.311491
2400.0,7539,20512.291203
2400.0,4531,21475.871581
1600.0,3370,21517.727894
3200.0,4002,22583.239177
3200.0,5398,25184.326876
2400.0,4940,25253.643363
3200.0,5119,32340.248847
3200.0,13870,36126.66425
2400.0,4719,36187.764686
2400.0,8839,36303.428125
3200.0,5274,36371.870905
3200.0,6825,36440.579307
3200.0,6650,36498.51334
0.0,1791,36513.502118
3200.0,4940,36556.532273
4000.0,8464,36631.907172
4000.0,3774,36665.014388
1600.0,5431,36711.622217
2400.0,6226,38590.480701
3200.0,9902,38692.1527
3200.0,4941,38742.606964
2400.0,9752,38843.922331
2400.0,7538,40755.532567
1600.0,4756,40804.688859
3200.0,9707,40905.189695
4000.0,6882,40978.529392
3200.0,9450,43121.034384
2400.0,5715,46766.212437
3200.0,2092,46782.79554
3200.0,4942,50424.244004
0.0,686,50429.626369
3200.0,10269,54082.22982
4000.0,8232,56574.402028
3200.0,6840,57723.767145
2400.0,7482,61939.202956
2400.0,4961,68503.099742
3200.0,10196,75664.159544
2400.0,4530,77691.529783
1600.0,8790,79230.318805
3200.0,3361,79636.815624
