#{"t_start": 1756313696.299205, "env_id": "ALE/MarioBros-v5"}
r,l,t
10400.0,1271,13925.229426
10400.0,1501,13928.997652
17600.0,2307,13935.591005
5600.0,1259,13938.78518
3200.0,900,13941.033122
15200.0,1981,14044.312118
17600.0,2035,14049.542287
9600.0,1664,14053.729884
4000.0,1381,14057.18888
6400.0,1240,14060.334811
8800.0,1222,14063.430653
16800.0,1756,14162.654509
11200.0,1466,14166.370842
10400.0,1766,14170.853434
6400.0,1450,14174.463001
11200.0,1736,14178.869386
3200.0,834,14296.911472
4000.0,1253,14300.484307
17600.0,1766,14305.766998
17600.0,1875,14310.853124
16000.0,2308,14316.969168
4800.0,1114,14320.435148
4800.0,1077,14432.186717
17600.0,1717,14436.594159
5600.0,949,14438.95292
8000.0,1964,14444.116786
5600.0,1094,14446.875976
12000.0,1500,14450.759743
8800.0,1545,14551.925595
10400.0,1446,14555.608003
17600.0,1724,14560.187566
5600.0,911,14562.473535
17600.0,1809,14567.120059
17600.0,1877,14671.505849
19200.0,2020,14676.736041
16000.0,2042,14682.278002
10400.0,1216,14685.437866
9600.0,1223,14688.69844
11200.0,1391,14692.539841
4000.0,1069,14802.659476
5600.0,1419,14809.704203
9600.0,1560,14816.835971
16000.0,1992,14823.903119
17600.0,1990,14830.319612
8800.0,1072,14940.222215
11200.0,1716,14947.107078
16000.0,1955,14952.898056
12000.0,1957,14958.285942
17600.0,1739,14963.741638
16800.0,1750,15077.101103
17600.0,1680,15081.382517
4000.0,1084,15084.160981
8800.0,1530,15088.120358
16000.0,2720,15095.223554
11200.0,1710,15231.296772
11200.0,1522,15236.848357
7200.0,1080,15240.42845
17600.0,1988,15246.47322
8000.0,924,15249.805585
16000.0,1489,15253.993102
8800.0,1169,15381.319514
7200.0,1135,15384.188153
17600.0,1761,15388.758669
17600.0,1937,15393.658486
3200.0,748,15395.473736
16800.0,1921,15400.449371
4800.0,1070,15502.008389
8800.0,1248,15505.129303
16000.0,2199,15510.826041
5600.0,1031,15513.414948
16000.0,1912,15518.333182
